Entity,Code,Year,Transport (%),Electricity and heat production (%),Manufacturing industries & construction (%),Other sectors (%),Residential buildings & commercial and public services (%)
Democratic Republic of Congo,COD,1980,18.9274447949527,5.04731861198738,20.820189274448,44.1640378548896,10.7255520504732
Democratic Republic of Congo,COD,1981,17.4041297935103,4.71976401179941,19.76401179941,47.4926253687316,10.3244837758112
Democratic Republic of Congo,COD,1982,19.0114068441065,5.32319391634981,24.3346007604563,38.4030418250951,12.9277566539924
Democratic Republic of Congo,COD,1983,16.4804469273743,4.46927374301676,17.3184357541899,52.2346368715084,9.49720670391062
Democratic Republic of Congo,COD,1984,17.2910662824207,4.61095100864553,18.4438040345821,50.1440922190202,9.79827089337176
Democratic Republic of Congo,COD,1985,16.6153846153846,4.92307692307692,19.3846153846154,48.6153846153846,10.4615384615385
Democratic Republic of Congo,COD,1986,18.3333333333333,5,26.3333333333333,38,12.6666666666667
Democratic Republic of Congo,COD,1987,17.1686746987952,4.81927710843374,24.3975903614458,42.1686746987952,11.4457831325301
Democratic Republic of Congo,COD,1988,16.3793103448276,4.31034482758621,23.5632183908046,45.1149425287356,10.3448275862069
Democratic Republic of Congo,COD,1989,17.2727272727273,1.51515151515152,26.0606060606061,43.9393939393939,11.2121212121212
Democratic Republic of Congo,COD,1990,19.0635451505017,3.34448160535117,28.7625418060201,37.7926421404682,11.0367892976589
Democratic Republic of Congo,COD,1991,29.4478527607362,4.29447852760736,0,62.5766871165644,3.68098159509202
Democratic Republic of Congo,COD,1992,31.2056737588652,3.54609929078014,0,62.4113475177305,2.83687943262411
Democratic Republic of Congo,COD,1993,32.1167883211679,4.37956204379562,0,62.0437956204379,2.18978102189781
Democratic Republic of Congo,COD,1994,37.1900826446281,3.30578512396694,0,57.0247933884297,2.47933884297521
Democratic Republic of Congo,COD,1995,39.4736842105263,3.50877192982456,0,55.2631578947368,1.75438596491228
Democratic Republic of Congo,COD,1996,39.1304347826087,3.47826086956522,0,54.7826086956522,1.73913043478261
Democratic Republic of Congo,COD,1997,39.1304347826087,3.47826086956522,0,54.7826086956522,2.60869565217391
Democratic Republic of Congo,COD,1998,35.4330708661417,3.1496062992126,0,58.2677165354331,2.36220472440945
Democratic Republic of Congo,COD,1999,35.2,3.2,0,59.2,2.4
Democratic Republic of Congo,COD,2000,92.9411764705882,0,4.70588235294118,0,2.35294117647059
Democratic Republic of Congo,COD,2001,91.5492957746479,1.40845070422535,8.45070422535211,0,0
Democratic Republic of Congo,COD,2002,89.6103896103896,1.2987012987013,9.09090909090909,0,0
Democratic Republic of Congo,COD,2003,87.2340425531915,1.06382978723404,10.6382978723404,0,1.06382978723404
Democratic Republic of Congo,COD,2004,88.1188118811881,0.99009900990099,10.8910891089109,0,0
Democratic Republic of Congo,COD,2005,86.71875,0.78125,10.15625,0,2.34375
Democratic Republic of Congo,COD,2006,86.3309352517986,2.15827338129496,10.0719424460432,0,2.15827338129496
Democratic Republic of Congo,COD,2007,86.3636363636364,3.8961038961039,9.09090909090909,0,1.2987012987013
Democratic Republic of Congo,COD,2008,88.3720930232558,3.48837209302326,8.13953488372093,0,0
Democratic Republic of Congo,COD,2009,87.3563218390805,3.44827586206897,7.47126436781609,0,2.29885057471264
Democratic Republic of Congo,COD,2010,88.235294117647,3.20855614973262,7.48663101604278,0,1.60427807486631
Democratic Republic of Congo,COD,2011,91.025641025641,2.56410256410256,5.98290598290598,0,1.28205128205128
Democratic Republic of Congo,COD,2012,92.9515418502203,0,5.72687224669604,0,1.3215859030837
Democratic Republic of Congo,COD,2013,95.1149425287356,0,3.73563218390805,0,0.862068965517241
Democratic Republic of Congo,COD,2014,96.7811158798283,0,2.78969957081545,0,0.214592274678112
Denmark,DNK,1960,10.7881136950904,30.6201550387597,18.6369509043928,2.87467700258397,37.0478036175711
Denmark,DNK,1961,11.3337507827176,27.2698810269255,23.2310582341891,2.75516593613024,35.4101440200376
Denmark,DNK,1962,10.5467665834027,26.8665001387732,22.5367749097974,2.60893699694699,37.4410213710797
Denmark,DNK,1963,10.4613057726241,27.527098563146,21.9057222082178,2.39475674313083,37.7111167128813
Denmark,DNK,1964,11.2161153941806,26.8589903009202,17.20964934096,2.53668241730912,42.203431982094
Denmark,DNK,1965,12.0290194242921,25.1813714018254,17.6456821904985,2.90194242920665,42.2653873157033
Denmark,DNK,1966,12.2943722943723,26.1471861471861,19.7619047619048,2.66233766233767,39.1125541125541
Denmark,DNK,1967,12.8085390260173,24.8387814098288,16.3442294863242,4.71425394707583,41.2941961307538
Denmark,DNK,1968,12.994233937397,26.7915980230642,15.506589785832,4.88056013179572,39.827018121911
Denmark,DNK,1969,12.3709505161979,27.750088999644,15.6105375578498,6.05197579209683,38.1986472054112
Denmark,DNK,1970,12.2582814864638,28.0813855725576,17.9754498066252,5.11182108626198,36.5730620480915
Denmark,DNK,1971,13.4657039711191,27.0938628158845,17.7617328519856,4.47653429602888,37.2202166064982
Denmark,DNK,1972,13.3844545137679,29.0519344719414,17.6193795747647,4.58347856395957,35.3607528755664
Denmark,DNK,1973,14.2628490129824,27.6720611773075,16.5036457407078,6.49119686999822,35.0880313000178
Denmark,DNK,1974,15.82,29.7,14.16,6.38,33.92
Denmark,DNK,1975,16.454493634809,31.749952498575,14.0224206726202,7.3152194565837,30.4579137374121
Denmark,DNK,1976,15.2170183564934,32.2182192485847,14.273460284783,6.12454966546577,32.183908045977
Denmark,DNK,1977,15.1368491321762,34.2957276368491,14.0687583444593,6.02469959946595,30.4572763684913
Denmark,DNK,1978,15.6223752729716,33.5461112044347,15.0344364186125,6.40013438602385,29.3969427179573
Denmark,DNK,1979,14.7478591817317,35.7120202981288,14.256263875674,6.50174437044085,28.7979701871234
Denmark,DNK,1980,14.2426645519429,43.04520222046,13.1007137192704,5.48770816812054,24.1237113402062
