deltatheta [deg],Rf,L,L/Rf,phiCZ [deg],G0,GI/G0,GII/G0,GTOT/G0,GIv2/G0,GIIv2/G0,GTOTv2/G0,GTOTequiv/G0,GI,GII,GTOT,GIv2,GIIv2,GTOTv2,GTOTequiv,np.min(uR),np.max(uR),np.mean(uR),np.min(uTheta),np.max(uTheta),np.mean(uTheta),phiSZ [deg],xRFcracktip,yRFcracktip,xRFfirstbounded,yRFfirstbounded,rRFcracktip,thetaRFcracktip,rRFfirstbounded,thetaRFfirstbounded,xcracktipDisplacement,ycracktipDisplacement,rcracktipDisplacement,thetacracktipDisplacement,xfirstboundedDisplacement,yfirstboundedDisplacement,rfirstboundedDisplacement,thetafirstboundedDisplacement,xfiberCracktipDisplacement,yfiberCracktipDisplacement,rfiberCracktipDisplacement,thetafiberCracktipDisplacement,xfiberFirstboundedDisplacement,yfiberFirstboundedDisplacement,rfiberFirstboundedDisplacement,thetafiberFirstboundedDisplacement,xmatrixracktipDisplacement,ymatrixCracktipDisplacement,rmatrixCracktipDisplacement,thetamatrixCracktipDisplacement,xmatrixFirstboundedDisplacement,ymatrixFirstboundedDisplacement,rmatrixFirstboundedDisplacement,thetamatrixFirstboundedDisplacement
10.0, 1.0, 1.144, 1.144, 0.0, 1.0, 3.732411033219152, 0.7552753815091342, 4.4876864147282856, 3.729724618490866, 0.7552753815091342, 4.485, 4.487687215141079, 3.732411033219152, 0.7552753815091342, 4.4876864147282856, 3.729724618490866, 0.7552753815091342, 4.485, 4.487687215141079, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.000000562866568, 2.5119004, -0.93634, 1.7837509, -0.2804593, 2.311145, -1.3583019, 1.7079504, -0.58594364, 0.0020202354, -0.00045410846, 0.0019106882, -0.0007980198, 0.0012793691, -0.0001803665, 0.0012286121, -0.0003997865, 0.0012717296, -0.00057654525, 0.0011522932, -0.00078861974, 0.0013118166, -0.0005866375, 0.0011900186, -0.00080551975, 0.003291965, -0.0010306537, 0.0030629814, -0.0015866396, 0.0025911857, -0.00076700404, 0.0024186308, -0.0012053063
20.0, 1.0, 1.144, 1.144, 0.0, 1.0, 4.419516857943328, 1.7823026457519193, 6.201819503695247, 4.412697354248081, 1.7823026457519193, 6.195, 6.201819236890982, 4.419516857943328, 1.7823026457519193, 6.201819503695247, 4.412697354248081, 1.7823026457519193, 6.195, 6.201819236890982, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.000001125733135, 3.083762, -1.1404362, 2.0333035, -0.08105457, 2.5077362, -2.126368, 1.882958, -0.77159715, 0.0023754335, -0.00044861523, 0.0020787418, -0.0012340066, 0.0014636747, -0.00013858947, 0.0013280041, -0.00063083775, -0.0031578112, -0.00088379515, -0.0032696477, 0.00024953933, -0.0031090952, -0.0008954424, -0.0032278532, 0.0002219326, -0.00078237784, -0.0013324104, -0.0011909059, -0.0009844672, -0.0016454204, -0.0010340319, -0.0018998492, -0.00040890515
30.0, 1.0, 1.144, 1.144, 0.0, 1.0, 4.635239044728924, 3.4322436959083964, 8.06748274063732, 4.621756304091604, 3.4322436959083964, 8.054, 8.06748327424585, 4.635239044728924, 3.4322436959083964, 8.06748274063732, 4.621756304091604, 3.4322436959083964, 8.054, 8.06748327424585, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.000000834826057, 3.7100244, -1.3065177, 2.176806, 0.15070987, 2.5597165, -2.9864898, 1.9605242, -0.95788443, 0.002702685, -0.0004259859, 0.0021276008, -0.0017202571, 0.0016131038, -9.677734e-05, 0.0013486003, -0.0008903635, -0.008815354, -0.0010672692, -0.008167955, 0.0034833946, -0.008757631, -0.0010800244, -0.008124343, 0.003443487, -0.0061126687, -0.0014932551, -0.0060403543, 0.0017631375, -0.0071445275, -0.0011768017, -0.006775743, 0.0025531235
40.0, 1.0, 1.144, 1.144, 0.0, 1.0, 4.336228037100311, 5.643568666118799, 9.97979670321911, 4.314431333881201, 5.643568666118799, 9.958, 9.97979963806602, 4.336228037100311, 5.643568666118799, 9.97979670321911, 4.314431333881201, 5.643568666118799, 9.958, 9.97979963806602, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.00000225146627, 4.371563, -1.3740776, 2.2074134, 0.3809777, 2.4655714, -3.862591, 1.9358644, -1.1270523, 0.002997551, -0.0003736458, 0.0020560818, -0.002213017, 0.0017312877, -5.5207172e-05, 0.0012907563, -0.0011551417, -0.015762828, -0.0011602474, -0.012820819, 0.00924335, -0.01569591, -0.0011729086, -0.012777696, 0.009190638, -0.012765277, -0.0015338932, -0.010764738, 0.0070303325, -0.013964623, -0.0012281158, -0.01148694, 0.008035496
50.0, 1.0, 1.144, 1.144, 0.0, 1.0, 3.2493362992164796, 7.7459873372304076, 10.995323636446887, 3.224012662769593, 7.7459873372304076, 10.97, 10.995318567165862, 3.2493362992164796, 7.7459873372304076, 10.995323636446887, 3.224012662769593, 7.7459873372304076, 10.97, 10.995318567165862, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0000002530119, 4.855057, -1.3029916, 2.0488453, 0.5333376, 2.122621, -4.556736, 1.7255327, -1.2266837, 0.0031336024, -0.0003091721, 0.0017774021, -0.0025992123, 0.0017534327, -3.5111443e-05, 0.0011001881, -0.0013657752, -0.023527857, -0.0011690306, -0.016018946, 0.017271947, -0.02345464, -0.0011802601, -0.015980484, 0.01720864, -0.020394254, -0.0014782026, -0.014241544, 0.014672735, -0.021701207, -0.0012153715, -0.014880296, 0.015842864
60.0, 1.0, 1.144, 1.144, 0.0, 1.0, 1.9297992468570224, 7.957463334147224, 9.887262581004247, 1.8985366658527756, 7.957463334147224, 9.856, 9.887262314199983, 1.9297992468570224, 7.957463334147224, 9.887262581004247, 1.8985366658527756, 7.957463334147224, 9.856, 9.887262314199983, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 60.000001669652114, 4.8300395, -0.9127576, 1.7100348, 0.60218173, 1.6245482, -4.639316, 1.3765221, -1.1798428, 0.0029697437, -0.00013485248, 0.0013680859, -0.0026392993, 0.0016227402, 2.4111709e-05, 0.0008322522, -0.0013932791, -0.027470281, -0.0010463974, -0.014641346, 0.023266764, -0.027398326, -0.0010525084, -0.014610661, 0.023201393, -0.024500538, -0.0011812499, -0.013273261, 0.020627465, -0.025775585, -0.0010283967, -0.013778409, 0.021808114
70.0, 1.0, 1.144, 1.144, 0.0, 1.0, 2.0597246527137387, 13.721132872692765, 15.780857525406503, 2.0088671273072354, 13.721132872692765, 15.73, 15.780864995925908, 2.0597246527137387, 13.721132872692765, 15.780857525406503, 2.0088671273072354, 13.721132872692765, 15.73, 15.780864995925908, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 69.99999967119774, 6.3130608, -0.5247116, 1.9069468, 0.87905645, 1.6661264, -6.111799, 1.4782571, -1.4912888, 0.0037433095, 0.00013902935, 0.0014109313, -0.0034700073, 0.0020143203, 0.00016246323, 0.00084160455, -0.0018372759, -0.04813663, -0.0007049313, -0.017126115, 0.044992533, -0.048044138, -0.00070349686, -0.017093135, 0.044906113, -0.04439332, -0.000565902, -0.015715184, 0.041522525, -0.046029817, -0.00054103363, -0.01625153, 0.043068837
80.0, 1.0, 1.144, 1.144, 0.0, 1.0, 1.017465399611164, 16.313575995287533, 17.331041394898698, 0.956424004712467, 16.313575995287533, 17.27, 17.331035124998483, 1.017465399611164, 16.313575995287533, 17.331041394898698, 0.956424004712467, 16.313575995287533, 17.27, 17.331035124998483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 79.99999767274336, 6.788887, -0.02908515, 1.720813, 0.85405636, 1.1502349, -6.690799, 1.1398975, -1.5463645, 0.003904108, 0.0003163529, 0.0009894874, -0.0037898645, 0.0020811595, 0.00020107442, 0.00055940915, -0.002014622, -0.063636966, -0.0003924163, -0.0114369, 0.062602036, -0.06353858, -0.00038387752, -0.011411407, 0.06250662, -0.059732858, -7.606338e-05, -0.010447413, 0.05881217, -0.06145742, -0.0001828031, -0.010851998, 0.060492
90.0, 1.0, 1.144, 1.144, 0.0, 1.0, 0.0004061277121731163, 10.615299648351046, 10.61570577606322, -0.055299648351045505, 10.615299648351046, 10.56, 10.615706258050073, 0.0004061277121731163, 10.615299648351046, 10.61570577606322, -0.055299648351045505, 10.615299648351046, 10.56, 10.615706258050073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.00000250447816, 5.4383326, 0.035852313, 1.1509308, 0.23140162, 0.035852075, -5.4383326, 0.23140158, -1.1509308, 0.0030602664, 2.410647e-05, 2.4106354e-05, -0.0030602664, 0.0016373247, -6.716582e-07, -6.717164e-07, -0.0016373247, -0.06511737, -0.00052410545, -0.0005241026, 0.06511737, -0.06503727, -0.0005210779, -0.00052107504, 0.06503727, -0.0620571, -0.000499999, -0.00049999624, 0.0620571, -0.06339995, -0.00052174955, -0.00052174676, 0.06339995
100.0, 1.0, 1.144, 1.144, 0.0, 1.0, 8.23399013177043e-05, 11.765513109534714, 11.765595449436033, -0.045513109534713436, 11.765513109534714, 11.72, 11.765615562372265, 8.23399013177043e-05, 11.765513109534714, 11.765595449436033, -0.045513109534713436, 11.765513109534714, 11.72, 11.765615562372265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0000005060238, 5.654038, 0.92944133, 1.2008047, 0.26426595, -0.0664925, -5.7295365, 0.051733598, -1.228451, 0.0031668544, 0.00055560854, -2.7511269e-06, -0.003215216, 0.001694046, 0.00029793574, -7.580966e-07, -0.0017200485, -0.09087249, -5.8785587e-05, 0.01572195, 0.08950213, -0.09078736, -4.1322473e-05, 0.015724367, 0.08941527, -0.087705635, 0.00049682293, 0.0157192, 0.08628692, -0.08909331, 0.00025661328, 0.015723608, 0.08769522
